,City,Zipcode,Price,Beds,Bath,SQFT,School_rating,WalkScore,Bike_Score,TransitScore,Garage_availability,County
0,Castro Valley,94552,1699000,3,2,2334.0,5.6,0,5,23,Yes,Alameda County
1,PLEASANTON,94566,1249000,3,2,1614.0,8.0,69,78,33,Yes,Alameda County
2,Oakland,94611,1288888,5,3,3631.0,5.7,14,10,31,Yes,Alameda County
3,FREMONT,94539,2680000,4,3,2898.0,8.3,13,33,36,Yes,Alameda County
4,HAYWARD,94544,458888,1,1,730.0,5.6,70,34,61,Yes,Alameda County
5,Alameda,94501,749000,1,1,968.0,5.6,85,87,46,Yes,Alameda County
6,Oakland,94619,799900,3,2,1497.0,1.3,66,36,50,Yes,Alameda County
7,San Leandro,94577,985000,4,3,1392.0,4.3,65,83,60,Yes,Alameda County
8,Oakland,94612,760000,3,1,1368.0,5.7,98,95,77,No,Alameda County
9,Pleasanton,94566,3750000,5,5,4974.0,8.0,15,23,0,Yes,Alameda County
10,Fremont,94536,1750000,4,2,2052.0,6.7,19,25,25,Yes,Alameda County
11,Oakland,94611,995000,2,2,1148.0,4.3,97,66,51,Yes,Alameda County
12,Livermore,94551,1499000,5,3,2576.0,6.7,42,68,41,Yes,Alameda County
13,LIVERMORE,94550,1150000,4,2,1708.0,6.3,62,61,41,No,Alameda County
14,Livermore,94550,950000,3,2,1350.0,7.0,52,67,41,Yes,Alameda County
15,OAKLAND,94611,1350000,5,3,3343.0,5.7,12,11,32,Yes,Alameda County
16,Hayward,94541,1500000,4,2,2587.0,5.6,10,14,41,No,Alameda County
17,Newark,94560,1299000,4,2,1886.0,4.0,16,34,41,Yes,Alameda County
18,Emeryville,94608,460000,1,1,768.0,5.6,79,91,41,Yes,Alameda County
19,Oakland,94618,1100000,2,1,1552.0,7.0,94,78,64,No,Alameda County
20,Fremont,94536,1499888,3,2,1610.0,7.7,75,53,42,Yes,Alameda County
21,Livermore,94551,999000,3,2,1559.0,5.6,58,72,41,Yes,Alameda County
22,Dublin,94568,1715400,6,5,3300.0,7.3,13,96,41,Yes,Alameda County
23,Alameda,94502,1080000,3,2,1358.0,8.7,47,52,30,Yes,Alameda County
24,Oakland,94602,999000,1,1,747.0,4.7,16,9,31,Yes,Alameda County
25,Oakland,94606,718000,3,2,1791.0,4.0,75,52,58,Yes,Alameda County
26,Fremont,94539,1999888,4,2,1698.0,9.7,44,49,35,Yes,Alameda County
27,HAYWARD,94542,2595000,5,4,4668.0,5.6,6,11,14,Yes,Alameda County
28,Oakland,94610,1249000,3,3,2604.0,6.3,66,56,54,Yes,Alameda County
29,Fremont,94539,1940908,3,3,3024.0,5.6,15,62,51,Yes,Alameda County
30,Dublin,94568,1649000,4,3,2240.0,7.7,45,65,41,Yes,Alameda County
31,Oakland,94602,950000,5,4,3012.0,3.0,85,49,53,No,Alameda County
32,Hayward,94545,895950,3,2,1148.0,4.3,51,39,41,Yes,Alameda County
33,Oakland,94610,149500,3,2,3201.0,5.7,74,52,57,No,Alameda County
34,NEWARK,94560,1279980,4,3,2026.0,5.3,61,46,41,Yes,Alameda County
35,Hayward,94542,1200000,6,5,3636.0,5.6,34,22,41,Yes,Alameda County
36,Oakland,94611,1095000,3,2,1656.0,4.3,97,57,54,Yes,Alameda County
37,Oakland,94607,475000,1,1,732.0,5.7,99,87,88,Yes,Alameda County
38,UNION CITY,94587,1899000,5,3,2762.0,6.3,18,58,41,Yes,Alameda County
39,Alameda,94501,1348000,4,3,2510.0,5.6,68,74,58,Yes,Alameda County
40,Oakland,94602,999000,4,3,2424.0,4.7,47,23,47,Yes,Alameda County
41,Alameda,94501,1395000,4,2,3418.0,5.6,88,77,49,No,Alameda County
42,Oakland,94606,500000,3,2,1222.0,4.7,92,92,56,Yes,Alameda County
43,Piedmont,94611,1088000,2,1,1311.0,5.6,68,53,41,Yes,Alameda County
44,Livermore,94551,1125000,3,3,1817.0,5.6,7,33,41,Yes,Alameda County
45,NEWARK,94560,1142000,3,2,1136.0,5.0,82,51,41,Yes,Alameda County
46,Union City,94587,525000,2,1,945.0,6.0,46,47,41,No,Alameda County
47,BERKELEY,94703,649000,2,1,825.0,7.4,96,99,69,Yes,Alameda County
48,Livermore,94551,999800,4,2,1952.0,5.6,79,83,41,Yes,Alameda County
49,Livermore,94551,1399000,5,3,2312.0,6.7,22,62,41,Yes,Alameda County
50,Oakland,94605,999000,4,3,2098.0,2.0,47,30,46,Yes,Alameda County
51,HAYWARD,94544,1795000,3,2,2089.0174545454547,2.0,43,23,50,No,Alameda County
52,Livermore,94550,2999999,5,5,3655.0,7.3,23,48,41,Yes,Alameda County
53,Berkeley,94702,799000,3,2,1110.0,7.6,86,97,64,Yes,Alameda County
54,Oakland,94618,1398000,3,2,2136.0,7.2,14,36,17,Yes,Alameda County
55,Oakland,94610,1295000,4,2,2207.0,6.3,71,43,47,Yes,Alameda County
56,Oakland,94605,649950,3,1,1246.0,2.0,44,28,47,Yes,Alameda County
57,San Leandro,94577,549000,2,1,1108.0,4.0,43,37,27,No,Alameda County
58,Oakland,94602,1149000,4,3,2202.0,4.7,57,43,42,Yes,Alameda County
59,Oakland,94611,899000,2,2,975.0,6.0,5,21,15,No,Alameda County
60,Castro Valley,94546,1288000,4,3,2200.0,5.6,32,15,18,Yes,Alameda County
61,Oakland,94602,1295000,5,4,2287.0,5.7,40,22,29,Yes,Alameda County
62,EMERYVILLE,94608,939000,2,2,1823.0,5.6,92,95,41,Yes,Alameda County
63,Alameda,94501,789000,2,1,797.0,8.7,97,89,50,No,Alameda County
64,Dublin,94568,442000,1,1,840.0,8.8,57,60,41,Yes,Alameda County
65,Oakland,94606,1150000,3,2,5176.0,5.7,87,54,60,Yes,Alameda County
66,Oakland,94605,549000,2,1,1029.0,2.2,70,58,58,Yes,Alameda County
67,Oakland,94611,3000000,4,4,2652.0,6.0,26,18,29,No,Alameda County
68,Livermore,94551,836000,3,2,1385.0,6.0,12,43,41,Yes,Alameda County
69,San Lorenzo,94580,698000,3,1,986.0,5.7,59,53,36,No,Alameda County
70,Emeryville,94608,899000,2,1,1144.0,5.6,79,91,41,Yes,Alameda County
71,Oakland,94619,499000,3,1,983.0,3.3,86,69,51,Yes,Alameda County
72,Berkeley,94703,550000,1,1,658.0,7.4,96,99,69,No,Alameda County
73,Oakland,94610,1389000,3,2,2232.0,6.3,34,34,44,No,Alameda County
74,Hayward,94541,949000,3,2,1916.0,5.6,19,15,41,Yes,Alameda County
75,Oakland,94601,580000,3,2,1050.0,2.0,74,78,44,Yes,Alameda County
76,Oakland,94607,199000,3,2,2430.0,2.3,63,81,60,No,Alameda County
77,Oakland,94601,510000,2,1,976.0,2.0,86,66,52,Yes,Alameda County
78,Oakland,94607,680000,2,2,876.0,3.7,98,89,87,Yes,Alameda County
79,Fremont,94539,2034440,3,3,2860.0,5.6,15,62,51,Yes,Alameda County
80,Oakland,94611,1195000,3,2,2050.0,6.0,10,20,14,Yes,Alameda County
81,Hayward,94541,599000,3,2,1117.0,5.6,56,56,41,Yes,Alameda County
82,Oakland,94602,895000,4,3,1595.0,4.7,48,25,46,No,Alameda County
83,Berkeley,94705,1600000,3,3,2850.0,7.0,96,93,55,Yes,Alameda County
84,Pleasanton,94588,2168900,4,3,2960.0,8.3,34,40,26,Yes,Alameda County
85,Castro Valley,94546,839900,3,1,966.0,5.6,55,40,28,Yes,Alameda County
86,San Lorenzo,94580,698000,3,2,1550.0,5.7,36,43,26,Yes,Alameda County
87,San Lorenzo,94580,730000,3,1,1134.0,5.7,64,56,36,Yes,Alameda County
88,San Lorenzo,94580,659000,4,2,1450.0,5.7,61,54,32,Yes,Alameda County
89,Oakland,94607,470000,2,1,1140.0,5.7,100,86,89,Yes,Alameda County
90,Oakland,94605,280000,2,1,1047.0,2.0,72,71,59,Yes,Alameda County
91,Oakland,94605,1375000,3,3,2364.0,4.7,18,13,18,Yes,Alameda County
92,Livermore,94550,1399000,5,2,2068.0,6.3,29,65,41,Yes,Alameda County
93,Berkeley,94704,649000,1,1,516.0,7.0,95,95,62,Yes,Alameda County
94,Hayward,94544,900000,3,1,1221.0,5.0,46,49,33,Yes,Alameda County
95,Alameda,94501,1350000,4,3,2205.0,5.6,65,67,43,Yes,Alameda County
96,Fremont,94538,1122164,2,2,1335.0,7.8,25,63,50,Yes,Alameda County
97,Emeryville,94608,525000,1,1,644.0,5.6,72,93,41,Yes,Alameda County
98,Dublin,94568,2750000,4,4,3547.0,8.8,0,49,41,Yes,Alameda County
99,Berkeley,94702,860000,2,1,1227.0,7.6,92,92,56,Yes,Alameda County
100,Fremont,94536,799888,2,1,1016.0,6.7,29,47,27,Yes,Alameda County
101,FREMONT,94538,1399000,3,2,1120.0,7.7,63,63,32,Yes,Alameda County
102,Alameda,94501,1349000,3,2,2057.0,5.6,77,80,46,No,Alameda County
103,Fremont,94555,640000,2,2,963.0,7.7,71,60,34,No,Alameda County
104,Union City,94587,285000,2,2,1440.0,6.0,26,39,41,Yes,Alameda County
105,Oakland,94607,849000,3,2,2393.0,2.3,79,95,66,No,Alameda County
106,San Leandro,94578,1049000,3,3,2120.0,2.7,33,18,35,Yes,Alameda County
107,Pleasanton,94566,1598000,4,2,2124.0,8.7,55,76,20,Yes,Alameda County
108,FREMONT,94538,475000,1,1,693.0,6.7,41,72,58,Yes,Alameda County
109,San Leandro,94578,509000,2,2,958.0,4.0,89,56,55,Yes,Alameda County
110,Berkeley,94703,1225000,3,3,1841.0,7.0,91,95,66,No,Alameda County
111,Hayward,94541,899000,3,2,1211.0,5.6,23,18,41,Yes,Alameda County
112,Oakland,94605,725000,3,1,1326.0,2.0,67,48,55,Yes,Alameda County
113,Fremont,94555,1180000,3,3,1387.0,8.0,30,56,29,Yes,Alameda County
114,Oakland,94609,1750000,4,2,3780.0,5.7,95,98,71,Yes,Alameda County
115,Alameda,94501,799000,2,2,1330.0,5.6,70,81,47,Yes,Alameda County
116,Oakland,94605,999000,3,1,1332.0,3.0,31,36,42,Yes,Alameda County
117,Oakland,94611,995000,3,3,2957.0,6.0,13,13,12,Yes,Alameda County
118,San Lorenzo,94580,849000,3,2,1238.0,5.7,45,53,28,Yes,Alameda County
119,Union City,94587,1155000,3,2,1431.0,5.0,40,42,41,Yes,Alameda County
120,Oakland,94605,599000,3,1,1316.0,2.0,79,62,57,No,Alameda County
121,Oakland,94608,689000,1,1,1539.0,4.3,94,98,70,Yes,Alameda County
122,Fremont,94536,598500,2,2,823.0,6.7,67,50,42,No,Alameda County
123,Livermore,94551,1100000,3,2,1303.0,6.7,9,61,41,Yes,Alameda County
124,Pleasanton,94588,1298000,3,2,1482.0,8.0,63,76,43,Yes,Alameda County
125,Oakland,94610,349000,1,1,565.0,4.3,90,61,53,Yes,Alameda County
126,Castro Valley,94552,2150000,6,3,2584.0,5.6,28,15,21,Yes,Alameda County
127,Hayward,94545,349000,1,1,608.0,4.3,69,68,43,No,Alameda County
128,FREMONT,94538,785000,2,2,1280.0,7.0,73,57,37,No,Alameda County
129,Fremont,94539,3550000,4,3,3442.0,5.6,0,6,0,Yes,Alameda County
130,FREMONT,94536,1100000,3,2,1530.0,7.0,50,55,42,Yes,Alameda County
131,Livermore,94550,1149000,4,3,1944.0,6.0,64,75,41,Yes,Alameda County
132,Oakland,94611,85000,3,2,6896.0,5.7,6,7,25,No,Alameda County
133,Oakland,94618,1180000,4,3,2541.0,7.0,62,63,55,Yes,Alameda County
134,Berkeley,94705,1495000,4,2,2673.0,7.0,95,85,53,No,Alameda County
135,Oakland,94602,529000,1,1,649.0,3.0,68,65,53,Yes,Alameda County
136,Pleasanton,94588,1175000,3,2,1473.0,8.5,38,61,32,Yes,Alameda County
137,Oakland,94605,1350000,4,2,2903.0,2.7,12,7,31,Yes,Alameda County
138,Oakland,94602,988000,3,1,1848.0,6.0,82,64,56,Yes,Alameda County
139,Piedmont,94610,1798000,3,2,2054.0,5.6,48,31,41,Yes,Alameda County
140,Oakland,94602,1549000,3,3,2400.0,5.7,38,24,37,Yes,Alameda County
141,Oakland,94605,495000,3,1,844.0,2.0,57,25,52,Yes,Alameda County
142,Oakland,94605,950000,3,1,1236.0,5.6,46,18,49,Yes,Alameda County
143,San Lorenzo,94580,850000,3,2,1288.0,5.7,29,40,25,Yes,Alameda County
144,San Leandro,94577,849000,3,1,1104.0,4.3,69,77,52,Yes,Alameda County
145,Oakland,94612,599000,1,1,900.0,5.7,95,89,84,Yes,Alameda County
146,Emeryville,94608,625000,1,1,1277.0,5.6,92,95,41,Yes,Alameda County
147,Piedmont,94611,3798000,4,5,5137.0,5.6,53,22,41,Yes,Alameda County
148,San Leandro,94578,725000,2,1,966.0,4.0,78,54,46,Yes,Alameda County
149,Hayward,94541,715000,2,1,987.0,5.6,71,56,42,Yes,Alameda County
150,BERKELEY,94704,1099888,6,2,2163.0,7.4,90,94,67,No,Alameda County
151,Oakland,94609,1095000,4,4,1786.0,5.7,89,99,60,Yes,Alameda County
152,Oakland,94619,999000,3,2,2069.0,3.3,61,48,51,Yes,Alameda County
153,Hayward,94542,1299000,4,2,2060.0,5.6,17,11,18,Yes,Alameda County
154,San Lorenzo,94580,865000,3,2,1422.0,5.7,19,37,24,Yes,Alameda County
155,San Leandro,94579,628000,2,1,880.0,5.7,77,57,42,Yes,Alameda County
156,Oakland,94610,1495000,4,4,3044.0,4.3,93,63,52,Yes,Alameda County
157,Oakland,94603,349000,3,1,1216.0,2.2,72,65,57,No,Alameda County
158,Oakland,94611,1595000,4,3,2898.0,6.0,5,20,7,Yes,Alameda County
159,Oakland,94621,1299000,12,8,4356.0,2.4,73,62,73,No,Alameda County
160,Walnut Creek,94595,450000,2,1,1054.0,8.0,12,128,0,No,Contra Costa County
161,Danville,94526,1789950,5,3,2232.0,9.0,27,36,41,Yes,Contra Costa County
162,San Pablo,94806,75000,2,2,1040.0,3.0,45,28,41,No,Contra Costa County
163,Concord,94521,569000,3,2,1576.0,6.0,51,60,28,Yes,Contra Costa County
164,Concord,94521,740000,3,2,1292.0,6.8,21,3,24,Yes,Contra Costa County
165,Antioch,94509,375000,3,1,1255.0,2.3,81,65,35,Yes,Contra Costa County
166,Concord,94518,998950,4,2,1432.0,3.0,40,45,27,Yes,Contra Costa County
167,Danville,94526,695000,2,1,1090.0,9.0,38,67,41,No,Contra Costa County
168,San Pablo,94806,799000,3,1,1812.0,2.7,23,18,41,Yes,Contra Costa County
169,Walnut Creek,94595,395000,2,1,1054.0,8.0,8,10,18,No,Contra Costa County
170,Walnut Creek,94596,1599000,3,2,2089.0174545454547,7.3,12,7,24,No,Contra Costa County
171,Walnut Creek,94596,2275000,3,2,2437.0,7.7,1,6,8,Yes,Contra Costa County
172,Walnut Creek,94595,1138000,3,2,1737.0,8.0,6,4,7,Yes,Contra Costa County
173,Antioch,94531,679900,3,3,2066.0,3.3,16,13,25,Yes,Contra Costa County
174,Pinole,94564,820000,3,2,1050.0,3.0,62,27,41,Yes,Contra Costa County
175,Walnut Creek,94595,788000,2,2,1281.0,8.0,23,17,11,No,Contra Costa County
176,Martinez,94553,795000,3,2,1871.0,7.0,27,45,41,Yes,Contra Costa County
177,El Cerrito,94530,1195000,3,2,2415.0,6.0,16,14,28,Yes,Contra Costa County
178,Martinez,94553,899000,3,2,1530.0,7.0,34,15,41,Yes,Contra Costa County
179,Clayton,94517,1299000,5,3,2843.0,6.7,8,1,41,Yes,Contra Costa County
180,Walnut Creek,94595,699000,2,1,1058.0,8.0,56,16,19,No,Contra Costa County
181,Oakley,94561,850000,3,2,1176.0,5.6,0,38,41,Yes,Contra Costa County
182,El Cerrito,94530,1188000,5,3,2543.0,6.0,24,20,30,Yes,Contra Costa County
183,Walnut Creek,94595,1260000,2,2,1637.0,8.0,21,17,0,Yes,Contra Costa County
184,San Pablo,94806,68000,3,2,3900.0,2.7,23,18,41,No,Contra Costa County
185,Walnut Creek,94595,399000,2,1,1054.0,8.0,19,1,0,No,Contra Costa County
186,RICHMOND,94804,690000,2,2,1571.0,3.0,64,59,38,Yes,Contra Costa County
187,RICHMOND,94804,385000,1,1,533.0,3.0,42,61,28,No,Contra Costa County
188,Concord,94519,619000,4,2,1536.0,3.0,67,55,21,Yes,Contra Costa County
189,El Sobrante,94803,549000,3,1,1348.0,2.7,60,30,41,No,Contra Costa County
190,El Cerrito,94530,925000,2,1,1021.0,5.3,76,83,57,Yes,Contra Costa County
191,WALNUT CREEK,94597,839000,3,3,2347.0,6.3,67,73,42,Yes,Contra Costa County
192,Antioch,94531,900000,5,4,3613.0,3.0,4,24,18,Yes,Contra Costa County
193,Danville,94506,2298000,3,2,3309.0,9.3,2,16,41,Yes,Contra Costa County
194,Antioch,94509,624950,3,2,1735.0,4.0,37,37,30,Yes,Contra Costa County
195,SAN RAMON,94583,834950,2,2,960.0,8.3,56,70,41,Yes,Contra Costa County
196,Bay Point,94565,748000,4,2,1672.0,2.3,12,10,41,Yes,Contra Costa County
197,Walnut Creek,94596,1700000,4,3,2089.0,7.7,13,9,41,Yes,Contra Costa County
198,Concord,94520,299000,4,2,1124.0,2.7,63,76,32,Yes,Contra Costa County
199,Concord,94518,995000,3,2,1290.0,3.0,35,17,21,Yes,Contra Costa County
200,Oakley,94561,749000,5,3,3290.0,4.7,24,54,41,Yes,Contra Costa County
201,BETHEL ISLAND,94511,1850000,4,5,3851.0,5.6,11,33,41,Yes,Contra Costa County
202,Brentwood,94513,780000,3,3,2018.0,7.0,58,59,41,Yes,Contra Costa County
203,Concord,94518,725000,3,1,1035.0,4.3,74,60,37,Yes,Contra Costa County
204,Brentwood,94513,950000,4,3,2652.0,7.7,18,27,41,Yes,Contra Costa County
205,LAFAYETTE,94549,3299000,4,4,3444.0,9.3,78,48,41,Yes,Contra Costa County
206,Martinez,94553,1349000,5,3,2392.0,6.3,15,22,41,Yes,Contra Costa County
207,Concord,94518,998000,3,2,1852.0,3.0,16,38,22,Yes,Contra Costa County
208,Concord,94519,630000,3,1,1199.0,2.7,57,68,38,Yes,Contra Costa County
209,Clayton,94517,1425000,4,3,3199.0,6.7,28,13,41,Yes,Contra Costa County
210,Orinda,94563,1888000,3,2,2256.0,9.0,5,19,41,Yes,Contra Costa County
211,Danville,94526,1270000,3,2,1551.0,8.7,3,16,41,Yes,Contra Costa County
212,Concord,94520,450000,2,2,1137.0,2.0,86,62,47,Yes,Contra Costa County
213,San Ramon,94583,1398000,3,2,1760.0,8.3,23,49,41,Yes,Contra Costa County
214,Concord,94520,1500000,12,2,3776.0,2.7,80,60,33,No,Contra Costa County
215,Antioch,94531,339500,2,1,808.0,3.0,36,33,28,No,Contra Costa County
216,Pittsburg,94565,659900,4,2,1698.0,3.3,32,14,41,Yes,Contra Costa County
217,Antioch,94509,419500,3,2,1650.0,2.0,83,63,31,Yes,Contra Costa County
218,El Cerrito,94530,1079000,4,3,2280.0,6.0,52,70,61,Yes,Contra Costa County
219,Discovery Bay,94505,789000,3,2,1869.0,6.7,6,36,41,Yes,Contra Costa County
220,Walnut Creek,94598,3750000,6,5,5654.0,8.3,18,28,41,Yes,Contra Costa County
221,Oakland,94611,1095000,3,2,1414.0,6.0,2,18,7,Yes,Contra Costa County
222,Concord,94519,429900,2,1,979.0,5.3,32,49,22,No,Contra Costa County
223,Richmond,94801,450000,2,2,604.0,1.3,82,65,58,Yes,Contra Costa County
224,Concord,94519,699000,3,2,1294.0,4.0,38,71,21,Yes,Contra Costa County
225,Danville,94506,2049000,5,3,3491.0,9.3,29,24,41,Yes,Contra Costa County
226,Antioch,94531,525000,3,2,1761.0,3.0,20,32,26,Yes,Contra Costa County
227,Concord,94518,989000,3,2,1883.0,3.0,20,49,22,Yes,Contra Costa County
228,CONCORD,94520,330000,2,1,884.0,2.0,80,65,52,Yes,Contra Costa County
229,San Ramon,94582,1595000,3,2,1675.0,9.0,22,19,41,Yes,Contra Costa County
230,Martinez,94553,1100000,5,4,2710.0,6.7,27,37,41,Yes,Contra Costa County
231,Lafayette,94549,2995000,4,3,2537.0,9.3,1,5,41,No,Contra Costa County
232,Danville,94526,1298000,3,2,1608.0,8.7,9,12,41,Yes,Contra Costa County
233,Martinez,94553,799000,3,2,1686.0,7.0,67,49,41,Yes,Contra Costa County
234,Oakley,94561,595000,3,2,1468.0,5.0,45,62,41,Yes,Contra Costa County
235,Crockett,94525,549500,2,1,1087.0,4.0,43,18,41,Yes,Contra Costa County
236,Brentwood,94513,675000,2,2,1945.0,7.7,8,39,41,Yes,Contra Costa County
237,San Ramon,94583,3195000,5,5,5035.0,9.0,0,49,41,Yes,Contra Costa County
238,El Sobrante,94803,899000,3,3,2449.0,3.7,7,5,41,Yes,Contra Costa County
239,Concord,94521,969000,3,2,1459.0,6.8,65,23,29,Yes,Contra Costa County
240,Brentwood,94513,1248000,4,3,3593.0,7.0,57,61,41,Yes,Contra Costa County
241,Pittsburg,94565,589900,4,2,1349.0,4.0,32,52,41,Yes,Contra Costa County
242,Walnut Creek,94595,579000,2,1,1054.0,8.0,30,15,16,No,Contra Costa County
243,Oakley,94561,530000,3,2,1136.0,4.3,24,52,41,Yes,Contra Costa County
244,Richmond,94803,949000,4,2,2380.0,3.3,15,9,26,Yes,Contra Costa County
245,Brentwood,94513,1099900,5,3,3622.0,7.7,7,1,41,Yes,Contra Costa County
246,Moraga,94556,2299000,4,3,3055.0,9.3,5,3,41,Yes,Contra Costa County
247,Antioch,94531,850000,4,3,3311.0,3.0,36,27,28,Yes,Contra Costa County
248,OAKLEY,94561,1399000,9,5,1836.0,4.7,30,36,41,Yes,Contra Costa County
249,Danville,94526,2995000,4,3,2823.0,9.0,50,22,41,Yes,Contra Costa County
250,Pacheco,94553,185000,2,2,960.0,6.7,35,51,41,No,Contra Costa County
251,Moraga,94556,1699000,5,2,2452.0,9.3,3,15,41,Yes,Contra Costa County
252,Discovery Bay,94505,799000,4,3,2503.0,5.3,3,30,41,Yes,Contra Costa County
253,Bay Point,94565,229950,2,1,720.0,2.7,34,31,41,No,Contra Costa County
254,Walnut Creek,94597,899000,4,3,2367.0,6.3,67,73,42,Yes,Contra Costa County
255,Richmond,94806,1108079,4,2,1910.0,3.0,48,26,33,Yes,Contra Costa County
256,San Ramon,94582,2225000,5,4,3207.0,8.7,25,39,41,Yes,Contra Costa County
257,Danville,94506,2499000,4,2,2756.0,9.0,0,22,41,Yes,Contra Costa County
258,Concord,94518,1099000,3,2,1979.0,3.0,10,36,22,Yes,Contra Costa County
259,Martinez,94553,529000,2,2,1152.0,6.7,11,35,41,No,Contra Costa County
260,Martinez,94553,720000,4,3,1774.0,6.0,65,28,41,Yes,Contra Costa County
261,Walnut Creek,94597,1799000,5,4,2850.0,7.7,32,17,44,Yes,Contra Costa County
262,DISCOVERY BAY,94505,795000,5,3,3092.0,5.3,2,35,41,Yes,Contra Costa County
263,Pittsburg,94565,458000,3,1,1033.0,4.3,45,57,41,Yes,Contra Costa County
264,Richmond,94804,390000,1,1,732.0,3.0,58,66,29,No,Contra Costa County
265,Walnut Creek,94595,324995,1,1,729.0,8.0,10,49,0,No,Contra Costa County
266,Oakley,94561,949000,5,4,2980.0,4.7,12,28,41,Yes,Contra Costa County
267,Danville,94526,2995000,5,4,3121.0,9.0,17,62,41,Yes,Contra Costa County
268,Oakley,94561,599000,3,2,2065.0,4.0,43,41,41,Yes,Contra Costa County
269,Alamo,94507,2450000,5,4,3139.0,7.3,3,26,41,Yes,Contra Costa County
270,Lafayette,94549,1500000,3,2,1513.0,9.0,2,21,41,Yes,Contra Costa County
271,El Sobrante,94803,669000,4,1,1487.0,2.7,35,15,41,No,Contra Costa County
272,Martinez,94553,888777,4,2,1944.0,7.0,29,38,41,Yes,Contra Costa County
273,Danville,94506,1989000,4,3,3349.0,9.3,27,14,41,Yes,Contra Costa County
274,Oakley,94561,589800,3,2,1521.0,4.3,24,56,41,Yes,Contra Costa County
275,Pinole,94564,785000,3,2,1621.0,3.0,9,5,41,Yes,Contra Costa County
276,Danville,94526,1049950,3,2,1214.0,8.7,32,25,41,Yes,Contra Costa County
277,Danville,94506,2150000,5,3,2961.0,8.7,38,36,41,Yes,Contra Costa County
278,Pleasant Hill,94523,1250000,3,2,2340.0,6.3,18,9,41,Yes,Contra Costa County
279,Concord,94521,1000000,3,2,1726.0,8.0,17,21,15,Yes,Contra Costa County
280,Walnut Creek,94595,1100000,2,2,1237.0,8.0,35,33,19,Yes,Contra Costa County
281,Oakley,94561,439000,2,1,1189.0,5.6,0,37,41,Yes,Contra Costa County
282,Martinez,94553,950000,5,2,2174.0,6.3,18,33,41,Yes,Contra Costa County
283,Walnut Creek,94598,799950,3,2,1568.0,4.0,44,68,41,Yes,Contra Costa County
284,Antioch,94509,599000,3,2,1524.0,2.0,55,64,32,Yes,Contra Costa County
285,Walnut Creek,94597,1050000,3,2,1571.0,7.7,67,60,48,Yes,Contra Costa County
286,Danville,94526,1998000,4,2,3043.0,9.3,24,48,41,Yes,Contra Costa County
287,Oakley,94561,124900,2,1,800.0,4.0,63,43,41,No,Contra Costa County
288,Antioch,94509,525000,3,1,1021.0,2.0,61,51,41,Yes,Contra Costa County
289,CROCKETT,94525,899999,4,3,2176.0,4.0,39,9,41,Yes,Contra Costa County
290,Pittsburg,94565,595000,3,2,1611.0,3.3,20,41,41,Yes,Contra Costa County
291,Pleasant Hill,94523,824950,3,1,1042.0,5.7,78,66,35,Yes,Contra Costa County
292,Pittsburg,94565,399000,3,1,955.0,3.0,52,47,41,Yes,Contra Costa County
293,Richmond,94804,689000,3,1,1096.0,1.7,69,56,44,Yes,Contra Costa County
294,Brentwood,94513,619000,2,2,1741.0,7.7,28,52,41,Yes,Contra Costa County
295,Brentwood,94513,189900,2,2,1344.0,5.7,80,69,41,No,Contra Costa County
296,Antioch,94509,589800,4,2,1801.0,2.3,57,46,29,Yes,Contra Costa County
297,Antioch,94509,375000,3,2,1302.0,2.7,40,59,33,Yes,Contra Costa County
298,Concord,94520,645000,2,2,1301.0,3.0,63,61,28,Yes,Contra Costa County
299,Richmond,94804,749000,3,3,1712.0,3.0,42,65,29,Yes,Contra Costa County
300,Pittsburg,94565,535000,3,2,1385.0,3.3,35,21,41,Yes,Contra Costa County
301,Walnut Creek,94595,1999999,4,4,3380.0,8.0,25,10,41,Yes,Contra Costa County
302,Bay Point,94565,399000,2,1,742.0,2.3,13,24,41,Yes,Contra Costa County
303,Antioch,94531,789000,4,3,3002.0,3.0,4,24,18,Yes,Contra Costa County
304,Bay Point,94565,750000,4,2,2038.0,3.7,8,14,41,Yes,Contra Costa County
305,Concord,94521,275000,1,1,646.0,4.0,62,59,31,No,Contra Costa County
306,Walnut Creek,94595,845000,2,2,1403.0,8.0,4,2,0,Yes,Contra Costa County
307,Concord,94521,475000,2,1,1093.0,6.0,54,47,29,No,Contra Costa County
308,Concord,94520,1500000,12,2,3776.0,2.7,80,60,33,No,Contra Costa County
309,Concord,94520,384900,2,1,975.0,2.3,49,61,22,Yes,Contra Costa County
310,Oakley,94561,569000,3,2,1411.0,4.7,29,57,41,Yes,Contra Costa County
311,Richmond,94804,499888,4,1,1451.0,1.3,71,83,51,Yes,Contra Costa County
312,Danville,94506,1799000,3,2,2061.0,9.3,0,16,41,Yes,Contra Costa County
313,Concord,94519,885000,3,2,1476.0,4.0,39,72,27,Yes,Contra Costa County
314,Oakley,94561,594800,3,2,1468.0,5.0,48,66,41,Yes,Contra Costa County
315,Oakley,94561,728000,4,3,2252.0,5.6,5,44,41,Yes,Contra Costa County
316,Oakland,94611,1595000,4,3,2898.0,6.0,5,20,7,Yes,Alameda County
317,Brentwood,94513,860000,5,3,2837.0,5.7,27,42,41,Yes,Contra Costa County
318,Pleasant Hill,94523,799000,3,1,1042.0,5.7,83,74,32,Yes,Contra Costa County
319,Concord,94520,715000,4,2,1396.0,2.3,24,20,49,Yes,Contra Costa County
